id_namespace	local_id	persistent_id	creation_time	abbreviation	name	description
https://www.lincsproject.org/	LDG-1350	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1350	2017-05-12T00:00:00+00:00		LINCS MCF 10A Common Project: Rolling-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 4 of 15: End-point mean cell counts and mean normalized growth rate inhibition values for biological replicate 1.	
https://www.lincsproject.org/	LDG-1351	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1351	2017-05-12T00:00:00+00:00		LINCS MCF 10A Common Project: Rolling-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 5 of 15: End-point mean cell counts and mean normalized growth rate inhibition values for biological replicate 2.	
https://www.lincsproject.org/	LDG-1352	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1352	2017-05-12T00:00:00+00:00		LINCS MCF 10A Common Project: Rolling-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 6 of 15: End-point mean cell counts and mean normalized growth rate inhibition values for biological replicate 3.	
https://www.lincsproject.org/	LDG-1353	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1353	2017-05-12T00:00:00+00:00		LINCS MCF 10A Common Project: Rolling-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 7 of 15: End-point dose-response metrics for biological replicate 1.	
https://www.lincsproject.org/	LDG-1354	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1354	2017-05-12T00:00:00+00:00		LINCS MCF 10A Common Project: Rolling-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 8 of 15: End-point dose-response metrics for biological replicate 2.	
https://www.lincsproject.org/	LDG-1355	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1355	2017-05-12T00:00:00+00:00		LINCS MCF 10A Common Project: Rolling-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 9 of 15: End-point dose-response metrics for biological replicate 3.	
https://www.lincsproject.org/	LDG-1265	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1265	2016-04-01T00:00:00+00:00		LINCS Pilot Phase Joint Project: Sensitivity measures of six breast cancer cell lines to a library of small molecule kinase inhibitors (drug combination treatments). Dataset 1 of 2: Cell count and normalized growth rate inhibition values.	-
https://www.lincsproject.org/	LDG-1266	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1266	2016-04-01T00:00:00+00:00		LINCS Pilot Phase Joint Project: Sensitivity measures of six breast cancer cell lines to a library of small molecule kinase inhibitors (drug combination treatments). Dataset 2 of 2: Mean cell count and mean normalized growth rate inhibition values across technical replicates.	-
https://www.lincsproject.org/	LDG-1220	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1220	2015-08-25T00:00:00+00:00		LINCS Pilot Phase Joint Project: Sensitivity measures of six breast cancer cell lines to a library of small molecule kinase inhibitors (single drug treatments). Dataset 1 of 15: Cell count and relative growth within biological replicate 1.	-
https://www.lincsproject.org/	LDG-1243	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1243	2015-12-18T00:00:00+00:00		LINCS Pilot Phase Joint Project: Sensitivity measures of six breast cancer cell lines to a library of small molecule kinase inhibitors (single drug treatments). Dataset 10 of 15: Cell count and normalized growth rate inhibition values within biological replicate 3.	-
https://www.lincsproject.org/	LDG-1244	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1244	2015-12-18T00:00:00+00:00		LINCS Pilot Phase Joint Project: Sensitivity measures of six breast cancer cell lines to a library of small molecule kinase inhibitors (single drug treatments). Dataset 11 of 15: Mean cell count and mean normalized growth rate inhibition values across biological replicate 1.	-
https://www.lincsproject.org/	LDG-1245	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1245	2015-12-18T00:00:00+00:00		LINCS Pilot Phase Joint Project: Sensitivity measures of six breast cancer cell lines to a library of small molecule kinase inhibitors (single drug treatments). Dataset 12 of 15: Mean cell count and mean normalized growth rate inhibition values across biological replicate 2.	-
https://www.lincsproject.org/	LDG-1246	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1246	2015-12-18T00:00:00+00:00		LINCS Pilot Phase Joint Project: Sensitivity measures of six breast cancer cell lines to a library of small molecule kinase inhibitors (single drug treatments). Dataset 13 of 15: Mean cell count and mean normalized growth rate inhibition values across biological replicate 3.	-
https://www.lincsproject.org/	LDG-1247	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1247	2015-12-18T00:00:00+00:00		LINCS Pilot Phase Joint Project: Sensitivity measures of six breast cancer cell lines to a library of small molecule kinase inhibitors (single drug treatments). Dataset 14 of 15: Mean cell count and mean normalized growth rate inhibition values across all replicates.	-
https://www.lincsproject.org/	LDG-1248	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1248	2015-12-18T00:00:00+00:00		LINCS Pilot Phase Joint Project: Sensitivity measures of six breast cancer cell lines to a library of small molecule kinase inhibitors (single drug treatments). Dataset 15 of 15: Calculated dose-response metrics.	-
https://www.lincsproject.org/	LDG-1221	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1221	2015-08-25T00:00:00+00:00		LINCS Pilot Phase Joint Project: Sensitivity measures of six breast cancer cell lines to a library of small molecule kinase inhibitors (single drug treatments). Dataset 2 of 15: Cell count and relative growth within biological replicate 2.	-
https://www.lincsproject.org/	LDG-1222	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1222	2015-08-25T00:00:00+00:00		LINCS Pilot Phase Joint Project: Sensitivity measures of six breast cancer cell lines to a library of small molecule kinase inhibitors (single drug treatments). Dataset 3 of 15: Cell count and relative growth within biological replicate 3.	-
https://www.lincsproject.org/	LDG-1223	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1223	2015-08-25T00:00:00+00:00		LINCS Pilot Phase Joint Project: Sensitivity measures of six breast cancer cell lines to a library of small molecule kinase inhibitors (single drug treatments). Dataset 4 of 15: Mean cell count and mean growth rate across biological replicate 1.	-
https://www.lincsproject.org/	LDG-1224	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1224	2015-08-25T00:00:00+00:00		LINCS Pilot Phase Joint Project: Sensitivity measures of six breast cancer cell lines to a library of small molecule kinase inhibitors (single drug treatments). Dataset 5 of 15: Mean cell count and mean growth rate across biological replicate 2.	-
https://www.lincsproject.org/	LDG-1225	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1225	2015-08-25T00:00:00+00:00		LINCS Pilot Phase Joint Project: Sensitivity measures of six breast cancer cell lines to a library of small molecule kinase inhibitors (single drug treatments). Dataset 6 of 15: Mean cell count and mean growth rate across biological replicate 3.	-
https://www.lincsproject.org/	LDG-1226	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1226	2015-08-25T00:00:00+00:00		LINCS Pilot Phase Joint Project: Sensitivity measures of six breast cancer cell lines to a library of small molecule kinase inhibitors (single drug treatments). Dataset 7 of 15: Mean cell count and mean growth rate across all replicates.	-
https://www.lincsproject.org/	LDG-1241	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1241	2015-12-18T00:00:00+00:00		LINCS Pilot Phase Joint Project: Sensitivity measures of six breast cancer cell lines to a library of small molecule kinase inhibitors (single drug treatments). Dataset 8 of 15: Cell count and normalized growth rate inhibition values within biological replicate 1.	-
https://www.lincsproject.org/	LDG-1242	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1242	2015-12-18T00:00:00+00:00		LINCS Pilot Phase Joint Project: Sensitivity measures of six breast cancer cell lines to a library of small molecule kinase inhibitors (single drug treatments). Dataset 9 of 15: Cell count and normalized growth rate inhibition values within biological replicate 2.	-
https://www.lincsproject.org/	LDG-1137	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1137	2013-10-16T00:00:00+00:00		LY-317615 KINOMEscan	-
https://www.lincsproject.org/	LDG-1090	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1090	2013-02-08T00:00:00+00:00		Lapatinib KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of Lapatinib at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1133	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1133	2013-10-16T00:00:00+00:00		Lapatinib KINOMEscan-2	-
https://www.lincsproject.org/	LDG-1216	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1216	2015-07-02T00:00:00+00:00		Live-cell imaging of cell-to-cell variability in caspase-8 FRET reporter activity and cell fate trajectory modeling	-
https://www.lincsproject.org/	LDG-1375	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1375	2016-11-10T00:00:00+00:00		MEMA AU565 Staining Set 100 (DMSO control)	AU565 cells were grown in media with DMSO as a control in 8 well MEMA for 72h and then fixed using 2% paraformaldehyde. Cells were stained with DAPI (nuclei), KRT5(Basal lineage), KRT19 (luminal lineage) and EdU (S phase activity). The cells were imaged on a Nikon HCA microscopy system, segmented with Cell Profiler, normalized using RUV and lowess using the spatial residuals as controls, and analyzed to identify microenvironment conditions that altered phenotypes of interest.\r\n
https://www.lincsproject.org/	LDG-1376	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1376	2016-11-10T00:00:00+00:00		MEMA AU565 Staining Set 100 (Lapatinib treatment)	AU565 cells were grown in media with Lapatinib in 8 well MEMA for 72h and then fixed using 2% paraformaldehyde. Cells were stained with DAPI (nuclei), KRT5(Basal lineage), KRT19 (luminal lineage) and EdU (S phase activity). The cells were imaged on a Nikon HCA microscopy system, segmented with Cell Profiler, normalized using RUV and lowess using the spatial residuals as controls, and analyzed to identify microenvironment conditions that altered phenotypes of interest.\r\n
https://www.lincsproject.org/	LDG-1377	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1377	2016-11-10T00:00:00+00:00		MEMA HCC1954 Staining Set 100 (DMSO control)	HCC1954 cells were grown in media with DMSO as a control in 8 well MEMA for 72h and then fixed using 2% paraformaldehyde. Cells were stained with DAPI (nuclei), KRT5(Basal lineage), KRT19 (luminal lineage) and EdU (S phase activity). The cells were imaged on a Nikon HCA microscopy system, segmented with Cell Profiler, normalized using RUV and lowess using the spatial residuals as controls, and analyzed to identify microenvironment conditions that altered phenotypes of interest.\r\n
https://www.lincsproject.org/	LDG-1378	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1378	2016-11-10T00:00:00+00:00		MEMA HCC1954 Staining Set 100 (Lapatinib treatment)	HCC1954 cells were grown in media with Lapatinib in 8 well MEMA for 72h and then fixed using 2% paraformaldehyde. Cells were stained with DAPI (nuclei), KRT5(Basal lineage), KRT19 (luminal lineage) and EdU (S phase activity). The cells were imaged on a Nikon HCA microscopy system, segmented with Cell Profiler, normalized using RUV and lowess using the spatial residuals as controls, and analyzed to identify microenvironment conditions that altered phenotypes of interest.\r\n
https://www.lincsproject.org/	LDG-1364	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1364	2016-11-10T00:00:00+00:00		MEMA HMEC122L Staining Set 1	HMEC122L cells were grown in standard 8 well MEMA for 72h and then fixed using 2% paraformaldehyde. Cells were stained with DAPI (nuclei), phalloidin (actin), CellMask (cytoplasm) and MitoTracker (metabolic activity). The cells were imaged on a Nikon HCA microscopy system, segmented with Cell Profiler, normalized using RUV and lowess using the spatial residuals as controls, and analyzed to identify microenvironment conditions that altered phenotypes of interest.
https://www.lincsproject.org/	LDG-1365	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1365	2016-11-10T00:00:00+00:00		MEMA HMEC122L Staining Set 4	HMEC122L cells were grown in standard 8 well MEMA for 72h and then fixed using 2% paraformaldehyde. Cells were stained with DAPI (nuclei), KRT5(basal lineage), KRT19(luminal lineage) and EdU(Active S phase). The cells were imaged on a Nikon HCA microscopy system, segmented with Cell Profiler, normalized using RUV and lowess using the spatial residuals as controls, and analyzed to identify microenvironment conditions that altered phenotypes of interest.
https://www.lincsproject.org/	LDG-1374	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1374	2016-11-10T00:00:00+00:00		MEMA HMEC122L Staining Set C	
https://www.lincsproject.org/	LDG-1366	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1366	2016-11-10T00:00:00+00:00		MEMA HMEC240L Staining Set 1	HMEC240L cells were grown in standard 8 well MEMA for 72h and then fixed using 2% paraformaldehyde. Cells were stained with DAPI (nuclei), phalloidin (actin), CellMask (cytoplasm) and MitoTracker (metabolic activity). The cells were imaged on a Nikon HCA microscopy system, segmented with Cell Profiler, normalized using RUV and lowess using the spatial residuals as controls, and analyzed to identify microenvironment conditions that altered phenotypes of interest.
https://www.lincsproject.org/	LDG-1367	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1367	2016-11-10T00:00:00+00:00		MEMA HMEC240L Staining Set 4	HMEC240L cells were grown in standard 8 well MEMA for 72h and then fixed using 2% paraformaldehyde. Cells were stained with DAPI (nuclei), KRT5(basal lineage), KRT19(luminal lineage) and EdU(Active S phase). The cells were imaged on a Nikon HCA microscopy system, segmented with Cell Profiler, normalized using RUV and lowess using the spatial residuals as controls, and analyzed to identify microenvironment conditions that altered phenotypes of interest.
https://www.lincsproject.org/	LDG-1370	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1370	2016-11-10T00:00:00+00:00		MEMA HMEC240L Staining Set C	
https://www.lincsproject.org/	LDG-1368	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1368	2016-11-10T00:00:00+00:00		MEMA MCF10A Staining Set 1	MCF10A cells were grown in standard 8 well MEMA for 72h and then fixed using 2% paraformaldehyde. Cells were stained with DAPI (nuclei), phalloidin (actin), CellMask (cytoplasm) and MitoTracker (metabolic activity). The cells were imaged on a Nikon HCA microscopy system, segmented with Cell Profiler, normalized using RUV and lowess using the spatial residuals as controls, and analyzed to identify microenvironment conditions that altered phenotypes of interest.
https://www.lincsproject.org/	LDG-1371	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1371	2016-11-10T00:00:00+00:00		MEMA MCF10A Staining Set 2 no H3	
https://www.lincsproject.org/	LDG-1369	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1369	2016-11-10T00:00:00+00:00		MEMA MCF10A Staining Set 3	MCF10A cells were grown in standard 8 well MEMA for 72h and then fixed using 2% paraformaldehyde. Cells were stained with DAPI (nuclei), CellMask (cytoplasm) KRT5 (basal lineage) and KRT19 (luminal lineage). The cells were imaged on a Nikon HCA microscopy system, segmented with Cell Profiler, normalized using RUV and lowess using the spatial residuals as controls, and analyzed to identify microenvironment conditions that altered phenotypes of interest.
https://www.lincsproject.org/	LDG-1372	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1372	2016-11-10T00:00:00+00:00		MEMA MCF10A Staining Set C	
https://www.lincsproject.org/	LDG-1373	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1373	2016-11-10T00:00:00+00:00		MEMA MCF10A Staining Set I	
https://www.lincsproject.org/	LDG-1267	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1267	2016-03-09T00:00:00+00:00		MEMA MCF7 Staining Set 1	Cell cycle and nuclear state imaging readouts for MCF7 cells treated with ligand and ECMp combinations to explore the role of microenvironmental signals in cancer growth.
https://www.lincsproject.org/	LDG-1268	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1268	2016-03-09T00:00:00+00:00		MEMA MCF7 Staining Set 2	Cell cycle and nuclear state imaging readouts for MCF7 cells treated with ligand and ECMp combinations to explore the role of microenvironmental signals in cancer growth.
https://www.lincsproject.org/	LDG-1269	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1269	2016-03-09T00:00:00+00:00		MEMA MCF7 Staining Set 3	Cell cycle and nuclear state imaging readouts for MCF7 cells treated with ligand and ECMp combinations to explore the role of microenvironmental signals in cancer growth.
https://www.lincsproject.org/	LDG-1270	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1270	2016-03-09T00:00:00+00:00		MEMA PC3 Staining Set 1	Cell cycle and nuclear state imaging readouts for PC3 cells treated with ligand and ECMp combinations to explore the role of microenvironmental signals in cancer growth.
https://www.lincsproject.org/	LDG-1271	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1271	2016-03-09T00:00:00+00:00		MEMA PC3 Staining Set 2	Cell cycle and nuclear state imaging readouts for PC3 cells treated with ligand and ECMp combinations to explore the role of microenvironmental signals in cancer growth.
https://www.lincsproject.org/	LDG-1272	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1272	2016-03-09T00:00:00+00:00		MEMA PC3 Staining Set 2 no H3	Cell cycle and nuclear state imaging readouts for PC3 cells treated with ligand and ECMp combinations to explore the role of microenvironmental signals in cancer growth.
https://www.lincsproject.org/	LDG-1273	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1273	2016-03-09T00:00:00+00:00		MEMA PC3 Staining Set 3	Cell cycle and nuclear state imaging readouts for PC3 cells treated with ligand and ECMp combinations to explore the role of microenvironmental signals in cancer growth.
https://www.lincsproject.org/	LDG-1274	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1274	2016-03-09T00:00:00+00:00		MEMA YAPC Staining Set 1	Cell cycle and nuclear state imaging readouts for YAPC cells treated with ligand and ECMp combinations to explore the role of microenvironmental signals in cancer growth.
https://www.lincsproject.org/	LDG-1275	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1275	2016-03-09T00:00:00+00:00		MEMA YAPC Staining Set 2	Cell cycle and nuclear state imaging readouts for YAPC cells treated with ligand and ECMp combinations to explore the role of microenvironmental signals in cancer growth.
https://www.lincsproject.org/	LDG-1276	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1276	2016-03-09T00:00:00+00:00		MEMA YAPC Staining Set 3	Cell cycle and nuclear state imaging readouts for YAPC cells treated with ligand and ECMp combinations to explore the role of microenvironmental signals in cancer growth.
https://www.lincsproject.org/	EDS-1001	https://lincsportal.ccs.miami.edu/datasets/view/EDS-1001	2014-05-30T00:00:00+00:00		MGH (CMT) Growth Inhibition Assay Protocol (3 compound doses) -- DNA Staining	
https://www.lincsproject.org/	EDS-1002	https://lincsportal.ccs.miami.edu/datasets/view/EDS-1002	2014-05-30T00:00:00+00:00		MGH (CMT) Growth Inhibition Assay Protocol (3 compound doses) -- DNA Staining (2nd)	
https://www.lincsproject.org/	EDS-1007	https://lincsportal.ccs.miami.edu/datasets/view/EDS-1007	2014-05-30T00:00:00+00:00		MGH (CMT) Growth Inhibition Assay Protocol (9 compound doses: 0.512 uM to 0.002 uM) -- DNA Staining	
https://www.lincsproject.org/	EDS-1006	https://lincsportal.ccs.miami.edu/datasets/view/EDS-1006	2014-05-30T00:00:00+00:00		MGH (CMT) Growth Inhibition Assay Protocol (9 compound doses: 1.024 uM to 0.004 uM) -- DNA Staining	
https://www.lincsproject.org/	EDS-1010	https://lincsportal.ccs.miami.edu/datasets/view/EDS-1010	2014-05-30T00:00:00+00:00		MGH (CMT) Growth Inhibition Assay Protocol (9 compound doses: 10.24 uM to 0.04 uM) -- DNA Staining	
https://www.lincsproject.org/	EDS-1011	https://lincsportal.ccs.miami.edu/datasets/view/EDS-1011	2014-05-30T00:00:00+00:00		MGH (CMT) Growth Inhibition Assay Protocol (9 compound doses: 16 uM to 0.0625 uM) -- DNA Staining	
https://www.lincsproject.org/	EDS-1005	https://lincsportal.ccs.miami.edu/datasets/view/EDS-1005	2014-05-30T00:00:00+00:00		MGH (CMT) Growth Inhibition Assay Protocol (9 compound doses: 2.56 uM to 0.01 uM) -- DNA Staining	
https://www.lincsproject.org/	EDS-1012	https://lincsportal.ccs.miami.edu/datasets/view/EDS-1012	2014-05-30T00:00:00+00:00		MGH (CMT) Growth Inhibition Assay Protocol (9 compound doses: 32 uM to 0.125 uM) -- DNA Staining	
https://www.lincsproject.org/	EDS-1004	https://lincsportal.ccs.miami.edu/datasets/view/EDS-1004	2014-05-30T00:00:00+00:00		MGH (CMT) Growth Inhibition Assay Protocol (9 compound doses: 5.12 uM to 0.02 uM) -- DNA Staining	
https://www.lincsproject.org/	EDS-1009	https://lincsportal.ccs.miami.edu/datasets/view/EDS-1009	2014-05-30T00:00:00+00:00		MGH (CMT) Growth Inhibition Assay Protocol (9 compound doses: 64 nM to 0.25 nM) -- DNA Staining	
https://www.lincsproject.org/	EDS-1008	https://lincsportal.ccs.miami.edu/datasets/view/EDS-1008	2014-05-30T00:00:00+00:00		MGH (CMT) Growth Inhibition Assay Protocol (9 compound doses: 8 nM to 0.03125 nM) -- DNA Staining	
https://www.lincsproject.org/	EDS-1003	https://lincsportal.ccs.miami.edu/datasets/view/EDS-1003	2014-05-30T00:00:00+00:00		MGH (CMT) Growth Inhibition Assay Protocol (9 compound doses: 8 uM to 0.03125 uM) -- DNA Staining	
https://www.lincsproject.org/	LDG-1135	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1135	2013-10-16T00:00:00+00:00		MLN-8054 KINOMEscan	-
https://www.lincsproject.org/	LDG-1026	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1026	2011-07-15T00:00:00+00:00		MLN8054 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of MLN8054 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1206	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1206	2015-04-17T00:00:00+00:00		MPS-1-IN-1 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of MPS-1-IN-1 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1212	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1212	2015-04-17T00:00:00+00:00		MRT67307 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of MRT67307 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1201	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1201	2014-12-10T00:00:00+00:00		Metrics for growth responses of MDA-MB-231 and HME-1 cell lines to LINCS Pilot Phase TransCenter Project kinase inhibitors	-
https://www.lincsproject.org/	LDG-1103	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1103	2013-08-01T00:00:00+00:00		Metrics other than potency reveal systematic variation in responses to cancer drugs	-
https://www.lincsproject.org/	LDG-1001	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1001	2011-07-15T00:00:00+00:00		Moerke 2 Color Apoptosis	-
https://www.lincsproject.org/	LDG-1002	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1002	2011-07-15T00:00:00+00:00		Moerke 3 Color Apoptosis	-
https://www.lincsproject.org/	LDG-1299	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1299	2016-09-29T00:00:00+00:00		Multiplexed imaging of protein levels and protein phosphorylation states in the MCF 10A breast cell line treated with EGF	
https://www.lincsproject.org/	LDG-1300	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1300	2016-09-29T00:00:00+00:00		Multiplexed imaging of protein levels and protein phosphorylation states in the MCF 10A breast cell line treated with nine kinase inhibitors	
https://www.lincsproject.org/	LDG-1384	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1384	2017-09-29T00:00:00+00:00		NG25 KINOMEscan	
https://www.lincsproject.org/	LDG-1044	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1044	2011-11-21T00:00:00+00:00		NPK76-II-72-1 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of NPK76-II-72-1 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1089	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1089	2013-01-10T00:00:00+00:00		NPK76-II-72-1 KiNativ -- single dose experiment	-
https://www.lincsproject.org/	LDG-1024	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1024	2011-07-15T00:00:00+00:00		NU7441 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of NU7441 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1087	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1087	2013-01-10T00:00:00+00:00		NVP-BHG712 KiNativ -- multiple dose experiment	-
https://www.lincsproject.org/	LDG-1092	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1092	2013-04-01T00:00:00+00:00		NVP-TAE684 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of NVP-TAE684 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1140	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1140	2013-10-16T00:00:00+00:00		Nilotinib KINOMEscan	For the panel of kinases, the Kd is measured using 11 serial threefold dilutions of Nilotinib.
https://www.lincsproject.org/	LDG-1113	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1113	2013-07-08T00:00:00+00:00		OTSSP167 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of OTSSP167 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1185	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1185	2014-06-26T00:00:00+00:00		OTSSP167 KiNativ -- single dose experiment	-
https://www.lincsproject.org/	LDG-1391	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1391	2017-10-20T00:00:00+00:00		P100 aggregated data - CRISPR perturbations	
https://www.lincsproject.org/	LDG-1285	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1285	2016-01-28T00:00:00+00:00		P100 aggregated data - Chemical perturbations	Protein expression profiles of human cancer and NPC cell lines treated with kinase inhibitors, epigenetic and neurodevelopmental compounds.
https://www.lincsproject.org/	LDG-1282	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1282	2016-07-18T00:00:00+00:00		P100 data - Chemical perturbations (MCF10A Common Project)	Protein expression profiles of the MCF10A cell line treated with 8 FDA-approved drugs.
https://www.lincsproject.org/	LDG-1183	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1183	2014-06-26T00:00:00+00:00		PCI-32765 KiNativ -- single dose experiment	-
https://www.lincsproject.org/	LDG-1063	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1063	2012-04-30T00:00:00+00:00		PD0325901 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of PD0325901 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1028	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1028	2011-07-15T00:00:00+00:00		PD0332991 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of PD0332991 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1038	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1038	2011-11-21T00:00:00+00:00		PD173074 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of PD173074 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1250	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1250	2016-01-20T00:00:00+00:00		PF-3758309 KiNativ -- single dose experiment	-
https://www.lincsproject.org/	LDG-1018	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1018	2011-07-15T00:00:00+00:00		PF02341066 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of PF02341066 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1144	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1144	2013-10-16T00:00:00+00:00		PHA-665752 KINOMEscan	For the panel of kinases, the Kd is measured using 11 serial threefold dilutions of PHA-665752.
https://www.lincsproject.org/	LDG-1109	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1109	2013-07-08T00:00:00+00:00		PHA-767491 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of PHA-767491 at 10 uM of concentration.
https://www.lincsproject.org/	LDG-1108	https://lincsportal.ccs.miami.edu/datasets/view/LDG-1108	2013-07-08T00:00:00+00:00		PHA-793887 KINOMEscan	For the panel of kinases, the percent of kinase bound by ligand is measured in the presence of PHA-793887 at 10 uM of concentration.
